title,longitude,latitude,price,size,post_area,dist_to_city_center,link
"6 Huxley Crescent, Cork Street, Dublin 8",-6.289191,53.33644,"399,950",N/A,Dublin 8,1.6152424930269762,http://www.daft.ie/for-sale/semi-detached-house-6-huxley-crescent-cork-street-dublin-8/3490698
"12 Santry Court, Santry, Dublin 9",-6.234688,53.398361,"399,950",N/A,Dublin 9,6.53769636276006,http://www.daft.ie/for-sale/semi-detached-house-12-santry-court-santry-dublin-9/3413825
"38 Saint Peter's Crescent, Walkinstown, Dublin 12",-6.325398,53.31219,"399,950",N/A,Dublin 12,5.147428793273518,http://www.daft.ie/for-sale/terraced-house-38-saint-peters-crescent-walkinstown-dublin-12/3470155
"Apartment 1, Jasonia Centre, Dublin 2",-6.26647,53.344301,"399,950",80,Dublin 2,0.16757169427479565,http://www.daft.ie/for-sale/apartment-apartment-1-jasonia-centre-dublin-2/3189915
"68 Addison Drive, Glasnevin, Dublin 11",-6.276869,53.376248,"399,950",N/A,Dublin 11,3.7609916120492266,http://www.daft.ie/for-sale/duplex-68-addison-drive-glasnevin-dublin-11/3144876
"12 Santry Court, Santry, Dublin 9",-6.234688,53.398361,"399,950",N/A,Dublin 9,6.53769636276006,http://www.daft.ie/for-sale/semi-detached-house-12-santry-court-santry-dublin-9/3436930
"9 Laurel Park, Clondalkin, Dublin 22",-6.392482,53.319706,"399,950",N/A,Dublin 22,8.697158837354696,http://www.daft.ie/for-sale/semi-detached-house-9-laurel-park-clondalkin-dublin-22/3483934
"16 St. Johns Street, Blackpitts, South Circular Road, Dublin 8",-6.276364,53.335057,"399,950",N/A,Dublin 8,1.0558186353214936,http://www.daft.ie/for-sale/terraced-house-16-st-johns-street-blackpitts-south-circular-road-dublin-8/3231833
"348A Kildare Road, Crumlin",-6.313934,53.325175,"399,950",N/A,N/A,3.6649363612886043,http://www.daft.ie/for-sale/bungalow-348a-kildare-road-crumlin/3453433
"208 McKee Avenue, Finglas, Dublin 11",-6.3037201,53.3961314,"399,950",1104,Dublin 11,6.390749289706964,http://www.daft.ie/for-sale/semi-detached-house-208-mckee-avenue-finglas-dublin-11/3255788
"Apartment 10, Churchview, Stillorgan, Co. Dublin",-6.194935,53.286529,"400,000",68,Co. Dublin,7.9033583335285105,http://www.daft.ie/for-sale/apartment-apartment-10-churchview-stillorgan-co-dublin/3492287
"10 Connaught Street, Phibsborough, Dublin 7",-6.273695,53.362809,"400,000",88,Dublin 7,2.2528604759304853,http://www.daft.ie/for-sale/terraced-house-10-connaught-street-phibsborough-dublin-7/3475816
"64 Merrion Village, Ballsbridge, Dublin 4",-6.210517,53.318976,"400,000",50,Dublin 4,4.620044052916291,http://www.daft.ie/for-sale/apartment-64-merrion-village-ballsbridge-dublin-4/3420541
"100 Naas Road, Bluebell",-6.332671,53.330189,"400,000",104,N/A,4.558392531534424,http://www.daft.ie/for-sale/semi-detached-house-100-naas-road-bluebell/3181412
"36 Meadowbrook Park, Baldoyle, Dublin 13",-6.130201,53.393496,"400,000",117,Dublin 13,10.700992353273412,http://www.daft.ie/for-sale/end-of-terrace-house-36-meadowbrook-park-baldoyle-dublin-13/3204677
"28 Camac Park, Bluebell, Dublin 12",-6.347374,53.3295321,"400,000",76,Dublin 12,5.514123364278635,http://www.daft.ie/for-sale/semi-detached-house-28-camac-park-bluebell-dublin-12/2932837
"2 Raleigh Square, Crumlin, Dublin 12",-6.3068449,53.3270618,"400,000",N/A,Dublin 12,3.1561287863272476,http://www.daft.ie/for-sale/semi-detached-house-2-raleigh-square-crumlin-dublin-12/3237037
"29 Strandville Avenue, North Strand",-6.239683,53.356781,"400,000",96,N/A,2.4014512075408554,http://www.daft.ie/for-sale/bungalow-29-strandville-avenue-north-strand/3468589
"8 Saint Joseph's Parade, Phibsborough, Dublin 7",-6.267212,53.357616,"400,000",63,Dublin 7,1.6363921188314554,http://www.daft.ie/for-sale/semi-detached-house-8-saint-josephs-parade-phibsborough-dublin-7/3491700
"9 Goldenbridge Gardens, Inchicore, Dublin 8",-6.313203,53.33726,"400,000",88,Dublin 8,3.1048800576481383,http://www.daft.ie/for-sale/terraced-house-9-goldenbridge-gardens-inchicore-dublin-8/3481114
"41 Percy Lane, Ballsbridge, Dublin 4",-6.241075,53.336028,"400,000",N/A,Dublin 4,1.907497129933814,http://www.daft.ie/for-sale/site-41-percy-lane-ballsbridge-dublin-4/3453829
"168 Walkinstown Road, Walkinstown, Dublin 12",-6.33313,53.317768,"400,000",N/A,Dublin 12,5.182796860580872,http://www.daft.ie/for-sale/semi-detached-house-168-walkinstown-road-walkinstown-dublin-12/3211388
"23 Anglesea House, Ballsbridge Court, Ballsbridge, Dublin 4",-6.226472,53.33145,"400,000",55,Dublin 4,3.0008897590279284,http://www.daft.ie/for-sale/apartment-23-anglesea-house-ballsbridge-court-ballsbridge-dublin-4/3434424
"Woodview, Main Street, Blanchardstown, Dublin 15",-6.377356,53.38654,"400,000",68,Dublin 15,8.762197519550277,http://www.daft.ie/for-sale/bungalow-woodview-main-street-blanchardstown-dublin-15/214139
"2, 8 Railway Road Dalkey, Dalkey, Co. Dublin",-6.103262,53.276221,"400,000",50,Co. Dublin,13.186802218377498,http://www.daft.ie/for-sale/apartment-2-8-railway-road-dalkey-dalkey-co-dublin/3263699
"107 Nutgrove Avenue, Rathfarnham, Dublin 14",-6.272212,53.292719,"400,000",83,Dublin 14,5.589020195196503,http://www.daft.ie/for-sale/terraced-house-107-nutgrove-avenue-rathfarnham-dublin-14/3216586
"29 Northbrook Avenue Lower, North Strand, Dublin 3",-6.240407,53.358108,"400,000",115,Dublin 3,2.463662887623702,http://www.daft.ie/for-sale/terraced-house-29-northbrook-avenue-lower-north-strand-dublin-3/3431335
"18 Portobello Harbour, Grove Road, Rathmines, Dublin 6",-6.265871,53.329679,"400,000",67,Dublin 6,1.473609252956924,http://www.daft.ie/for-sale/townhouse-18-portobello-harbour-grove-road-rathmines-dublin-6/3436680
"42 Woodbine Drive, Raheny, Dublin 5",-6.174603,53.388765,"400,000",93,Dublin 5,7.99497549282408,http://www.daft.ie/for-sale/semi-detached-house-42-woodbine-drive-raheny-dublin-5/3471082
"56 West Road East Wall Dublin 3, East Wall, Dublin 3",-6.2385585,53.355603,"400,000",75,Dublin 3,2.379090259144228,http://www.daft.ie/for-sale/terraced-house-56-west-road-east-wall-dublin-3-east-wall-dublin-3/2886951
"Apartment 462, Block K, IFSC, Dublin 1",-6.230063,53.348688,"405,000",72,Dublin 1,2.560689141588277,http://www.daft.ie/for-sale/apartment-apartment-462-block-k-ifsc-dublin-1/3494702
"50 Hunters Walk, Hunters Wood, Ballycullen, Dublin 16",-6.330609,53.270877,"405,000",98,Dublin 16,9.042973671173236,http://www.daft.ie/for-sale/detached-house-50-hunters-walk-hunters-wood-ballycullen-dublin-16/3483986
"Apartment 512, Block 5, Blackrock, Co. Dublin",-6.185757,53.280298,"409,950",73,Co. Dublin,8.824679080531224,http://www.daft.ie/for-sale/apartment-apartment-512-block-5-blackrock-co-dublin/3465650
"148 The Sweepstakes, Ballsbridge, Dublin 4",-6.22779,53.331456,"410,000",52,Dublin 4,2.921592554427547,http://www.daft.ie/for-sale/apartment-148-the-sweepstakes-ballsbridge-dublin-4/3414294
"47 St Josephs Road, Greenhills, Dublin 12",-6.331553,53.31112,"410,000",121,Dublin 12,5.535254134322973,http://www.daft.ie/for-sale/end-of-terrace-house-47-st-josephs-road-greenhills-dublin-12/2940705
"51 Clonrosse Drive, Ard Na Greine, Ayrfield, Dublin 13",-6.188067,53.394688,"410,000",N/A,Dublin 13,7.8015718506204275,http://www.daft.ie/for-sale/semi-detached-house-51-clonrosse-drive-ard-na-greine-ayrfield-dublin-13/3284214
"40 Great Western Villas, Phibsborough, Dublin 7",-6.275734,53.358662,"410,000",67,Dublin 7,1.837874613244188,http://www.daft.ie/for-sale/end-of-terrace-house-40-great-western-villas-phibsborough-dublin-7/2631614
"212 Elm Mount Avenue, Beaumont, Dublin 9",-6.222747,53.378407,"415,000",91,Dublin 9,4.936421476866561,http://www.daft.ie/for-sale/semi-detached-house-212-elm-mount-avenue-beaumont-dublin-9/3473192
"Apartment 324, Block E, Castleforbes Square, Dublin 1",-6.23166,53.349155,"415,000",84,Dublin 1,2.4723161269056746,http://www.daft.ie/for-sale/apartment-apartment-324-block-e-castleforbes-square-dublin-1/3434885
"44 Dowth Avenue, Cabra, Dublin 7",-6.28329,53.36218,"415,000",80,Dublin 7,2.389205084520618,http://www.daft.ie/for-sale/terraced-house-44-dowth-avenue-cabra-dublin-7/3437651
"41 Harold's Cross Road, Harold's Cross, Dublin 6",-6.276878,53.327578,"415,000",75,Dublin 6,1.8162422165542675,http://www.daft.ie/for-sale/end-of-terrace-house-41-harolds-cross-road-harolds-cross-dublin-6/3471282
"43 Cranmer Place, Haddington Road, Ballsbridge, Dublin 4",-6.237824,53.337495,"415,000",55,Dublin 4,2.0534798540690895,http://www.daft.ie/for-sale/apartment-43-cranmer-place-haddington-road-ballsbridge-dublin-4/3491435
"7 Thor Place, Dublin 7",-6.29215,53.352765,"415,000",60,Dublin 7,1.9754194990593175,http://www.daft.ie/for-sale/terraced-house-7-thor-place-dublin-7/2883870
"6 The Alders, Dunstaffnage Hall, St. Brigid's Church Rd, Stillorgan, Co. Dublin",-6.195905,53.282998,"415,000",73,Co. Dublin,8.180770170142301,http://www.daft.ie/for-sale/apartment-6-the-alders-dunstaffnage-hall-st-brigids-church-rd-stillorgan-co-dublin/3439843
"Apartment 66, The Lansdowne Block, Pembroke Square, Dublin 4",-6.237199,53.338738,"415,000",65,Dublin 4,2.0577419958896286,http://www.daft.ie/for-sale/apartment-apartment-66-the-lansdowne-block-pembroke-square-dublin-4/3468905
"20 Byrnes Lane, Dublin 2",-6.242959,53.344129,"415,000",72,Dublin 2,1.6282645255404447,http://www.daft.ie/for-sale/terraced-house-20-byrnes-lane-dublin-2/3193792
"64A Forest Avenue, Kingswood Heights, Tallaght, Dublin 24",-6.360579,53.306719,"419,950",155,Dublin 24,7.381203109711167,http://www.daft.ie/for-sale/detached-house-64a-forest-avenue-kingswood-heights-tallaght-dublin-24/3451151
"45 Coldwell Street, Glasthule, Co. Dublin",-6.126013,53.28508,"420,000",53,Co. Dublin,11.382208937113623,http://www.daft.ie/for-sale/terraced-house-45-coldwell-street-glasthule-co-dublin/3198714
"110 Aulden Grange, Santry, Dublin 9",-6.2343361,53.3988688,"420,000",N/A,Dublin 9,6.5987056272363525,http://www.daft.ie/for-sale/semi-detached-house-110-aulden-grange-santry-dublin-9/3187441
"3 Ravenswood Drive, Castaheany, Clonsilla, Dublin 15",-6.429887,53.394414,"420,000",117,Dublin 15,12.207670142049988,http://www.daft.ie/for-sale/semi-detached-house-3-ravenswood-drive-castaheany-clonsilla-dublin-15/3476530
"4 Westway Rise, Blanchardstown, Dublin 15",-6.36904,53.400583,"420,000",N/A,Dublin 15,9.306291422900074,http://www.daft.ie/for-sale/semi-detached-house-4-westway-rise-blanchardstown-dublin-15/3259968
"15 Heuston Square, Kilmainham, Dublin 8",-6.312807,53.342592,"420,000",121,Dublin 8,3.014599593662995,http://www.daft.ie/for-sale/terraced-house-15-heuston-square-kilmainham-dublin-8/3450689
"Apartment 1, The Friary Apartments, Temple Bar, Dublin 2",-6.263575,53.345088,"420,000",N/A,Dublin 2,0.35166427935222505,http://www.daft.ie/for-sale/apartment-apartment-1-the-friary-apartments-temple-bar-dublin-2/2892101
"Apartment 2, Portobello Quay, Portobello, Dublin 8",-6.266407,53.330219,"420,000",69,Dublin 8,1.411603417106786,http://www.daft.ie/for-sale/apartment-apartment-2-portobello-quay-portobello-dublin-8/3468361
"110 Aulden Grange, Santry, Dublin 9",-6.234341,53.398868,"420,000",N/A,Dublin 9,6.598513680185563,http://www.daft.ie/for-sale/semi-detached-house-110-aulden-grange-santry-dublin-9/3161875
"15 Cherry Grove, Walkinstown, Dublin 12",-6.332096,53.319233,"420,000",N/A,Dublin 12,5.038067331574847,http://www.daft.ie/for-sale/semi-detached-house-15-cherry-grove-walkinstown-dublin-12/3424005
"19 St. Brendans Drive, Coolock, Dublin 5",-6.1995256,53.3865973,"420,000",103,Dublin 5,6.6250709978043725,http://www.daft.ie/for-sale/semi-detached-house-19-st-brendans-drive-coolock-dublin-5/3475795
"Apartment 21, Carmanhall Court, Burton Hall Road, Sandyford, Dublin 18",-6.203606,53.274145,"420,000",115,Dublin 18,8.741489009922878,http://www.daft.ie/for-sale/apartment-apartment-21-carmanhall-court-burton-hall-road-sandyford-dublin-18/3489137
"9 Luttrell Park Crescent, Castleknock, Dublin 15",-6.390785,53.374311,"420,000",90,Dublin 15,8.901860474195582,http://www.daft.ie/for-sale/semi-detached-house-9-luttrell-park-crescent-castleknock-dublin-15/3495882
"14 Grange Park Close, Raheny, Dublin 5",-6.164714,53.386661,"420,000",93,Dublin 5,8.372617045358641,http://www.daft.ie/for-sale/detached-house-14-grange-park-close-raheny-dublin-5/2630339
"3 Pembroke Square, Ballsbridge, Dublin 4",-6.237199,53.338738,"420,000",59,Dublin 4,2.0577419958896286,http://www.daft.ie/for-sale/apartment-3-pembroke-square-ballsbridge-dublin-4/3466014
"2 Oakton Park, Ballybrack, Co. Dublin",-6.13068,53.251644,"424,950",101,Co. Dublin,13.620622322919601,http://www.daft.ie/for-sale/semi-detached-house-2-oakton-park-ballybrack-co-dublin/3281116
"84 Ballygall Road West, Finglas East, Glasnevin, Dublin 11",-6.291138,53.390274,"424,950",N/A,Dublin 11,5.49816255967875,http://www.daft.ie/for-sale/end-of-terrace-house-84-ballygall-road-west-finglas-east-glasnevin-dublin-11/2944746
"25 Hansfield, Castaheany, Clonee, Dublin 15",-6.425066,53.400849,"424,950",N/A,Dublin 15,12.285196369482184,http://www.daft.ie/for-sale/semi-detached-house-25-hansfield-castaheany-clonee-dublin-15/3481719
"Apartment 117, Gleann Na Ré­, Druid Valley, Cherrywood, Co. Dublin",-6.142534,53.245526,"424,950",122,Co. Dublin,13.642034395627647,http://www.daft.ie/for-sale/duplex-apartment-117-gleann-na-r-druid-valley-cherrywood-co-dublin/3462266
"27 Grove Road, Finglas, Glasnevin, Dublin 11",-6.287122,53.392495,"424,950",N/A,Dublin 11,5.667824833903051,http://www.daft.ie/for-sale/semi-detached-house-27-grove-road-finglas-glasnevin-dublin-11/3472451
"45 Lorcan Crescent, Beaumont, Dublin 9",-6.236373,53.392712,"424,950",N/A,Dublin 9,5.90901252582684,http://www.daft.ie/for-sale/semi-detached-house-45-lorcan-crescent-beaumont-dublin-9/3227294
"8 Saint Peter's Road, Walkinstown, Dublin 12",-6.332459,53.315945,"425,000",108,Dublin 12,5.258253997298796,http://www.daft.ie/for-sale/end-of-terrace-house-8-saint-peters-road-walkinstown-dublin-12/3415449
"1 Gledswood Mews Bird Avenue Clonskeagh Dublin 14, Clonskeagh, Dublin 14",-6.244911,53.302145,"425,000",97,Dublin 14,4.7715618578831815,http://www.daft.ie/for-sale/terraced-house-1-gledswood-mews-bird-avenue-clonskeagh-dublin-14-clonskeagh-dublin-14/3453720
"24 Temple Woods, Tallaght, Dublin 24",-6.34971,53.303159,"425,000",141,Dublin 24,7.029458594119785,http://www.daft.ie/for-sale/terraced-house-24-temple-woods-tallaght-dublin-24/3268594
"19 Belarmine Vale, Belarmine, Stepaside, Dublin 18",-6.219333,53.259039,"425,000",120,Dublin 18,9.856798185581301,http://www.daft.ie/for-sale/duplex-19-belarmine-vale-belarmine-stepaside-dublin-18/3478428
"34 Gordon Street, Ringsend, Dublin 4",-6.233632,53.339676,"425,000",66,Dublin 4,2.2702936507625173,http://www.daft.ie/for-sale/end-of-terrace-house-34-gordon-street-ringsend-dublin-4/3159409
"Apartment 106, Fisherman's Wharf, Ringsend, Dublin 4",-6.22785,53.343839,"425,000",76,Dublin 4,2.6276171045527232,http://www.daft.ie/for-sale/apartment-apartment-106-fishermans-wharf-ringsend-dublin-4/3468595
"62 Ballintyre Grove, Ballinteer, Dublin 16",-6.257028,53.273129,"425,000",95,Dublin 16,7.788726590238401,http://www.daft.ie/for-sale/apartment-62-ballintyre-grove-ballinteer-dublin-16/2740017
"33 Sylvan Close, Kingswood Heights, Kingswood, Dublin 22",-6.366075,53.304518,"425,000",N/A,Dublin 22,7.820770701633465,http://www.daft.ie/for-sale/detached-house-33-sylvan-close-kingswood-heights-kingswood-dublin-22/3275955
"28 Parkside Court, Clongriffin, Dublin 13",-6.170025,53.406429,"425,000",145,Dublin 13,9.572202086495151,http://www.daft.ie/for-sale/terraced-house-28-parkside-court-clongriffin-dublin-13/3267112
"86 Mourne Road, Drimnagh, Dublin 12",-6.32686,53.329338,"425,000",N/A,Dublin 12,4.226158669482839,http://www.daft.ie/for-sale/end-of-terrace-house-86-mourne-road-drimnagh-dublin-12/3155365
"10 Belvedere Avenue, North Circular Road, Co. Dublin",-6.257185,53.359568,"425,000",149,Co. Dublin,1.9735163323593163,http://www.daft.ie/for-sale/terraced-house-10-belvedere-avenue-north-circular-road-co-dublin/3489286
"18A Ardee Street, Dublin 8",-6.278943,53.337627,"425,000",58,Dublin 8,0.9649167552959638,http://www.daft.ie/for-sale/end-of-terrace-house-18a-ardee-street-dublin-8/3476008
"Lisieux, 49 The Pines, Killester, Dublin 5",-6.200108,53.378134,"425,000",77,Dublin 5,5.940484240862637,http://www.daft.ie/for-sale/terraced-house-lisieux-49-the-pines-killester-dublin-5/3279702
"12 Oaklands Crescent, Rathgar, Dublin 6",-6.266765,53.311741,"425,000",72,Dublin 6,3.464979347626026,http://www.daft.ie/for-sale/apartment-12-oaklands-crescent-rathgar-dublin-6/3435350
"532 North Circular Road, Dublin 1",-6.253994,53.358038,"425,000",N/A,Dublin 1,1.90398613424093,http://www.daft.ie/for-sale/terraced-house-532-north-circular-road-dublin-1/2934355
"Apartment 3, Gowran Hall, Sandycove, Co. Dublin",-6.117804,53.286327,"425,000",68,Co. Dublin,11.761356358850623,http://www.daft.ie/for-sale/apartment-apartment-3-gowran-hall-sandycove-co-dublin/3416431
"Apartment 123, Griffith Hall, Glandore Road, Drumcondra, Dublin 3",-6.237268,53.373552,"425,000",110,Dublin 3,3.951624625152008,http://www.daft.ie/for-sale/apartment-apartment-123-griffith-hall-glandore-road-drumcondra-dublin-3/3217029
"5 Field View Cottages, Annaville Avenue, Blackrock, Co. Dublin",-6.177036,53.288953,"425,000",68,Co. Dublin,8.48622917616735,http://www.daft.ie/for-sale/terraced-house-5-field-view-cottages-annaville-avenue-blackrock-co-dublin/3453735
"28 West Road East Wall Dublin 3, East Wall, Dublin 3",-6.237598,53.357055,"425,000",75,Dublin 3,2.5279011700206797,http://www.daft.ie/for-sale/terraced-house-28-west-road-east-wall-dublin-3-east-wall-dublin-3/3282886
"10 Larkfield Park, Harold's Cross, Harold's Cross, Dublin 6",-6.289139,53.318418,"425,000",63,Dublin 6,3.081347993959778,http://www.daft.ie/for-sale/terraced-house-10-larkfield-park-harolds-cross-harolds-cross-dublin-6/3475099
"3 Lombard Court, City Quay, Dublin 2",-6.247585,53.34609,"425,000",90,Dublin 2,1.3623786385174619,http://www.daft.ie/for-sale/terraced-house-3-lombard-court-city-quay-dublin-2/3440467
"12 Church Avenue South, Rialto, Dublin 8",-6.294558,53.335896,"425,000",70,Dublin 8,1.964071481641422,http://www.daft.ie/for-sale/terraced-house-12-church-avenue-south-rialto-dublin-8/3491653
"10 Dexter Terrace, Northbrook Road, Ranelagh, Dublin 6",-6.257687,53.328213,"425,000",51,Dublin 6,1.7558478081867082,http://www.daft.ie/for-sale/apartment-10-dexter-terrace-northbrook-road-ranelagh-dublin-6/2932235
"14 Herberton Drive, Crumlin, Dublin 12",-6.296654,53.332341,"425,000",84,Dublin 12,2.2695938211223123,http://www.daft.ie/for-sale/end-of-terrace-house-14-herberton-drive-crumlin-dublin-12/3265062
"86 Pembroke Cottages, Donnybrook, Dublin 4",-6.235484,53.322955,"425,000",61,Dublin 4,3.067553640582192,http://www.daft.ie/for-sale/terraced-house-86-pembroke-cottages-donnybrook-dublin-4/3453495
"5 Limekiln Drive, Manor Estate",-6.322433,53.305804,"425,000",65,N/A,5.511245828390859,http://www.daft.ie/for-sale/bungalow-5-limekiln-drive-manor-estate/3484694
"7 Aideen Drive, Terenure, Dublin 6",-6.294069,53.315285,"425,000",69,Dublin 6,3.5447716148176314,http://www.daft.ie/for-sale/terraced-house-7-aideen-drive-terenure-dublin-6/1413450
"28 West Road, East Wall, Dublin 3",-6.237603,53.357054,"425,000",75,Dublin 3,2.527572260764578,http://www.daft.ie/for-sale/terraced-house-28-west-road-east-wall-dublin-3/3183147
"4 Airpark Close, Rathfarnham, Dublin 14",-6.304142,53.274773,"425,000",92,Dublin 14,7.958977964701686,http://www.daft.ie/for-sale/terraced-house-4-airpark-close-rathfarnham-dublin-14/2945320
"5 Beechdale Way, Ballycullen, Dublin 24",-6.337108,53.269713,"425,000",N/A,Dublin 24,9.363719558868834,http://www.daft.ie/for-sale/semi-detached-house-5-beechdale-way-ballycullen-dublin-24/3472702
"13 Coolatree Close, Beaumont, Dublin 9",-6.228028,53.385159,"425,000",94,Dublin 9,5.376375292057911,http://www.daft.ie/for-sale/semi-detached-house-13-coolatree-close-beaumont-dublin-9/3461110
"9 Salem Court, Maxwell Road, Rathmines, Dublin 6",-6.266374,53.318062,"425,000",N/A,Dublin 6,2.762699830070562,http://www.daft.ie/for-sale/semi-detached-house-9-salem-court-maxwell-road-rathmines-dublin-6/3266035
"85 Fitzwilliam Point, Ringsend, Dublin 4",-6.22672,53.340975,"425,000",65,Dublin 4,2.7091173844269023,http://www.daft.ie/for-sale/apartment-85-fitzwilliam-point-ringsend-dublin-4/3472687
"42 Doris Street, Ringsend, Dublin 4",-6.23295,53.340092,"425,000",59,Dublin 4,2.3082918910449624,http://www.daft.ie/for-sale/terraced-house-42-doris-street-ringsend-dublin-4/3472123
"28 Fitzgerald Street, Harold's Cross, Dublin 6",-6.27414,53.326897,"425,000",75,Dublin 6,1.8348653125110121,http://www.daft.ie/for-sale/terraced-house-28-fitzgerald-street-harolds-cross-dublin-6/3230929
"15 Arbour Hill, Stoneybatter, Dublin 7",-6.283206,53.35006,"425,000",75,Dublin 7,1.3170828131590875,http://www.daft.ie/for-sale/terraced-house-15-arbour-hill-stoneybatter-dublin-7/3454536
"6 Mc Dowell Avenue, Mount Brown, Dublin 8",-6.295494,53.341594,"425,000",75,Dublin 8,1.8707250996062263,http://www.daft.ie/for-sale/terraced-house-6-mc-dowell-avenue-mount-brown-dublin-8/3289128
"Apartment 34, Shrewsbury, Donnybrook Castle, Donnybrook, Dublin 4",-6.230912,53.316596,"425,000",61,Dublin 4,3.7981589810185716,http://www.daft.ie/for-sale/apartment-apartment-34-shrewsbury-donnybrook-castle-donnybrook-dublin-4/3468315
"5 Woodlawn Court, Santry, Dublin 9",-6.230553,53.400909,"425,000",143,Dublin 9,6.897960502148818,http://www.daft.ie/for-sale/semi-detached-house-5-woodlawn-court-santry-dublin-9/2511459
"179 The Avenue, Belgard Heights, Tallaght, Dublin 24",-6.380344,53.300935,"425,000",153,Dublin 24,8.834495869348423,http://www.daft.ie/for-sale/semi-detached-house-179-the-avenue-belgard-heights-tallaght-dublin-24/3477234
"9 Salem Court, Maxwell Road, Rathmines, Dublin 6",-6.266374,53.318062,"425,000",N/A,Dublin 6,2.762699830070562,http://www.daft.ie/for-sale/semi-detached-house-9-salem-court-maxwell-road-rathmines-dublin-6/3270790
"7 Ballygihen, Sandycove, Co. Dublin",-6.117236,53.286262,"425,000",59,Co. Dublin,11.797118580330858,http://www.daft.ie/for-sale/apartment-7-ballygihen-sandycove-co-dublin/3264377
"4 Park Road, Glenageary Heights, Glenageary, Co. Dublin",-6.135944,53.273237,"425,000",85,Co. Dublin,11.674138354260334,http://www.daft.ie/for-sale/semi-detached-house-4-park-road-glenageary-heights-glenageary-co-dublin/3414104
"14 Isoldes Tower, Lower Exchange Street, Temple Bar, Dublin 8",-6.26827,53.345176,"425,000",61,Dublin 8,0.25958597570094694,http://www.daft.ie/for-sale/apartment-14-isoldes-tower-lower-exchange-street-temple-bar-dublin-8/3195523
"102 Floraville Ave, Clondalkin, Dublin 22",-6.3855958,53.3179217,"429,000",N/A,Dublin 22,8.32579320225923,http://www.daft.ie/for-sale/semi-detached-house-102-floraville-ave-clondalkin-dublin-22/3487930
"29 Saint Fintan's Villas, Deansgrange, Blackrock, Co. Dublin",-6.161867,53.283819,"429,000",75,Co. Dublin,9.607778278569743,http://www.daft.ie/for-sale/terraced-house-29-saint-fintans-villas-deansgrange-blackrock-co-dublin/2929656
"31 Pine Hurst, Navan Road, Dublin 7",-6.299337,53.362598,"429,950",N/A,Dublin 7,3.048040251450212,http://www.daft.ie/for-sale/terraced-house-31-pine-hurst-navan-road-dublin-7/3476919
"3 Larkfield Park, Harold's Cross, Harold's Cross, Dublin 6W",-6.288839,53.318601,"430,000",90,Dublin 6,3.0540467582765567,http://www.daft.ie/for-sale/terraced-house-3-larkfield-park-harolds-cross-harolds-cross-dublin-6w/2594562
"Apartment 40, The Lansdowne Block, Pembroke Square, Dublin 4",-6.237199,53.338738,"430,000",66,Dublin 4,2.0577419958896286,http://www.daft.ie/for-sale/apartment-apartment-40-the-lansdowne-block-pembroke-square-dublin-4/2879768
"193 Elm Mount Avenue, Beaumont, Dublin 9",-6.222188,53.378607,"430,000",N/A,Dublin 9,4.976496977990471,http://www.daft.ie/for-sale/semi-detached-house-193-elm-mount-avenue-beaumont-dublin-9/3429659
"5 Ballintyre Square, Ballinteer, Dublin 16",-6.252264,53.274316,"430,000",N/A,Dublin 16,7.692210637523487,http://www.daft.ie/for-sale/apartment-5-ballintyre-square-ballinteer-dublin-16/3475209
"5 Redwood Way, Tallaght, Dublin 24",-6.366784,53.299744,"430,000",132,Dublin 24,8.160987006523698,http://www.daft.ie/for-sale/semi-detached-house-5-redwood-way-tallaght-dublin-24/3248401
"Suite 531 & Room 530, Grand Canal Hotel, Ballsbridge, Dublin 4",-6.237712,53.338026,"430,000",65,Dublin 4,2.044138235224488,http://www.daft.ie/for-sale/apartment-suite-531-room-530-grand-canal-hotel-ballsbridge-dublin-4/3251439
"76 Seamount, Stillorgan Road, Booterstown, Co. Dublin",-6.203417,53.3067,"430,000",72,Co. Dublin,5.853200853647338,http://www.daft.ie/for-sale/apartment-76-seamount-stillorgan-road-booterstown-co-dublin/3460201
"4 Portland Place, Dublin 1",-6.259038,53.360962,"435,000",N/A,Dublin 1,2.083677058525034,http://www.daft.ie/for-sale/end-of-terrace-house-4-portland-place-dublin-1/3260681
"47 Tonlegee Road, Raheny, Dublin 5",-6.194542,53.389581,"435,000",N/A,Dublin 5,7.0930874448343495,http://www.daft.ie/for-sale/semi-detached-house-47-tonlegee-road-raheny-dublin-5/3470541
"24 Warrenmount Place, Dublin 8",-6.275221,53.336169,"435,000",62,Dublin 8,0.910933131623994,http://www.daft.ie/for-sale/terraced-house-24-warrenmount-place-dublin-8/3483995
"Apartment 54, Sandyford View, Sandyford, Dublin 18",-6.239764,53.270229,"435,000",107,Dublin 18,8.286646540901138,http://www.daft.ie/for-sale/apartment-apartment-54-sandyford-view-sandyford-dublin-18/3482944
"1 Ardee Court, Ardee Road, Rathmines, Dublin 6",-6.266404,53.326089,"435,000",70,Dublin 6,1.8704674111499593,http://www.daft.ie/for-sale/apartment-1-ardee-court-ardee-road-rathmines-dublin-6/3229488
"116 Ardbeg Park, Artane, Dublin 5",-6.20419,53.384909,"435,000",N/A,Dublin 5,6.2778413317969,http://www.daft.ie/for-sale/end-of-terrace-house-116-ardbeg-park-artane-dublin-5/3174267
